2016-04-30 17:32:40 INFO  BasicAutoTest:48 - My Informaion.. 
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 983
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 984
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 984
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 985
2016-04-30 17:43:11 FATAL BasicAutoTest:52 - Fatal Message: 985
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 985
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 986
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 986
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 987
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 987
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 988
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 988
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 989
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 989
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 990
2016-04-30 17:43:11 FATAL BasicAutoTest:52 - Fatal Message: 990
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 990
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 991
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 991
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 992
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 992
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 993
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 993
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 994
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 994
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 995
2016-04-30 17:43:11 FATAL BasicAutoTest:52 - Fatal Message: 995
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 995
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 996
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 996
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 997
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 997
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 998
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 998
2016-04-30 17:43:11 INFO  BasicAutoTest:50 - Debug Message: 999
2016-04-30 17:43:11 DEBUG BasicAutoTest:54 - Debug Message: 999
2016-04-30 17:44:06 DEBUG RequestAddCookies:122 - CookieSpec selected: default
2016-04-30 17:44:06 DEBUG RequestAuthCache:76 - Auth cache not set in the context
2016-04-30 17:44:06 DEBUG PoolingHttpClientConnectionManager:249 - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
2016-04-30 17:44:06 DEBUG PoolingHttpClientConnectionManager:282 - Connection leased: [id: 0][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
2016-04-30 17:44:06 DEBUG MainClientExec:234 - Opening connection {}->http://127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultHttpClientConnectionOperator:131 - Connecting to /127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultHttpClientConnectionOperator:138 - Connection established 127.0.0.1:62696<->127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultManagedHttpClientConnection:90 - http-outgoing-0: set socket timeout to 10800000
2016-04-30 17:44:06 DEBUG MainClientExec:255 - Executing request POST /hub/session HTTP/1.1
2016-04-30 17:44:06 DEBUG MainClientExec:260 - Target auth state: UNCHALLENGED
2016-04-30 17:44:06 DEBUG MainClientExec:266 - Proxy auth state: UNCHALLENGED
2016-04-30 17:44:06 DEBUG headers:135 - http-outgoing-0 >> POST /hub/session HTTP/1.1
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> Content-Length: 105
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> Host: 127.0.0.1:7055
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> Connection: Keep-Alive
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.1 (Java/1.7.0_80)
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-0 >> Accept-Encoding: gzip,deflate
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "POST /hub/session HTTP/1.1[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "Content-Length: 105[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "Host: 127.0.0.1:7055[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.1 (Java/1.7.0_80)[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 >> "[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:86 - http-outgoing-0 >> "{"desiredCapabilities":{"platform":"ANY","browserName":"firefox","version":""},"requiredCapabilities":{}}"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "content-type: application/json; charset=UTF-8[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "connection: close[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "content-length: 422[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "server: httpd.js[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "date: Sun, 01 May 2016 00:44:06 GMT[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-0 << "[\r][\n]"
2016-04-30 17:44:06 DEBUG headers:124 - http-outgoing-0 << HTTP/1.1 200 OK
2016-04-30 17:44:06 DEBUG headers:127 - http-outgoing-0 << content-type: application/json; charset=UTF-8
2016-04-30 17:44:06 DEBUG headers:127 - http-outgoing-0 << connection: close
2016-04-30 17:44:06 DEBUG headers:127 - http-outgoing-0 << content-length: 422
2016-04-30 17:44:06 DEBUG headers:127 - http-outgoing-0 << server: httpd.js
2016-04-30 17:44:06 DEBUG headers:127 - http-outgoing-0 << date: Sun, 01 May 2016 00:44:06 GMT
2016-04-30 17:44:06 DEBUG wire:86 - http-outgoing-0 << "{"name":"newSession","sessionId":"535cc541-5b3e-6c4e-a81a-6827187574f8","status":0,"value":{"cssSelectorsEnabled":true,"browserName":"firefox","handlesAlerts":true,"javascriptEnabled":true,"nativeEvents":false,"platform":"Darwin","rotatable":false,"takesScreenshot":true,"version":"45.0.2","webStorageEnabled":true,"applicationCacheEnabled":true,"databaseEnabled":true,"locationContextEnabled":true,"acceptSslCerts":true}}"
2016-04-30 17:44:06 DEBUG DefaultManagedHttpClientConnection:81 - http-outgoing-0: Close connection
2016-04-30 17:44:06 DEBUG MainClientExec:103 - Connection discarded
2016-04-30 17:44:06 DEBUG PoolingHttpClientConnectionManager:320 - Connection released: [id: 0][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
2016-04-30 17:44:06 DEBUG RequestAddCookies:122 - CookieSpec selected: default
2016-04-30 17:44:06 DEBUG RequestAuthCache:76 - Auth cache not set in the context
2016-04-30 17:44:06 DEBUG PoolingHttpClientConnectionManager:249 - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
2016-04-30 17:44:06 DEBUG PoolingHttpClientConnectionManager:282 - Connection leased: [id: 1][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
2016-04-30 17:44:06 DEBUG MainClientExec:234 - Opening connection {}->http://127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultHttpClientConnectionOperator:131 - Connecting to /127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultHttpClientConnectionOperator:138 - Connection established 127.0.0.1:62697<->127.0.0.1:7055
2016-04-30 17:44:06 DEBUG DefaultManagedHttpClientConnection:90 - http-outgoing-1: set socket timeout to 10800000
2016-04-30 17:44:06 DEBUG MainClientExec:255 - Executing request POST /hub/session/535cc541-5b3e-6c4e-a81a-6827187574f8/url HTTP/1.1
2016-04-30 17:44:06 DEBUG MainClientExec:260 - Target auth state: UNCHALLENGED
2016-04-30 17:44:06 DEBUG MainClientExec:266 - Proxy auth state: UNCHALLENGED
2016-04-30 17:44:06 DEBUG headers:135 - http-outgoing-1 >> POST /hub/session/535cc541-5b3e-6c4e-a81a-6827187574f8/url HTTP/1.1
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> Content-Type: application/json; charset=utf-8
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> Content-Length: 26
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> Host: 127.0.0.1:7055
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> Connection: Keep-Alive
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> User-Agent: Apache-HttpClient/4.5.1 (Java/1.7.0_80)
2016-04-30 17:44:06 DEBUG headers:138 - http-outgoing-1 >> Accept-Encoding: gzip,deflate
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "POST /hub/session/535cc541-5b3e-6c4e-a81a-6827187574f8/url HTTP/1.1[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "Content-Length: 26[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "Host: 127.0.0.1:7055[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "Connection: Keep-Alive[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "User-Agent: Apache-HttpClient/4.5.1 (Java/1.7.0_80)[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "Accept-Encoding: gzip,deflate[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:72 - http-outgoing-1 >> "[\r][\n]"
2016-04-30 17:44:06 DEBUG wire:86 - http-outgoing-1 >> "{"url":"http://gmail.com"}"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "HTTP/1.1 200 OK[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "content-type: application/json; charset=UTF-8[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "connection: close[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "content-length: 87[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "server: httpd.js[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "date: Sun, 01 May 2016 00:44:07 GMT[\r][\n]"
2016-04-30 17:44:07 DEBUG wire:72 - http-outgoing-1 << "[\r][\n]"
2016-04-30 17:44:07 DEBUG headers:124 - http-outgoing-1 << HTTP/1.1 200 OK
2016-04-30 17:44:07 DEBUG headers:127 - http-outgoing-1 << content-type: application/json; charset=UTF-8
2016-04-30 17:44:07 DEBUG headers:127 - http-outgoing-1 << connection: close
2016-04-30 17:44:07 DEBUG headers:127 - http-outgoing-1 << content-length: 87
2016-04-30 17:44:07 DEBUG headers:127 - http-outgoing-1 << server: httpd.js
2016-04-30 17:44:07 DEBUG headers:127 - http-outgoing-1 << date: Sun, 01 May 2016 00:44:07 GMT
2016-04-30 17:44:07 DEBUG wire:86 - http-outgoing-1 << "{"name":"get","sessionId":"535cc541-5b3e-6c4e-a81a-6827187574f8","status":0,"value":""}"
2016-04-30 17:44:07 DEBUG DefaultManagedHttpClientConnection:81 - http-outgoing-1: Close connection
2016-04-30 17:44:07 DEBUG MainClientExec:103 - Connection discarded
2016-04-30 17:44:07 DEBUG PoolingHttpClientConnectionManager:320 - Connection released: [id: 1][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
2016-04-30 17:44:08 INFO  BasicAutoTest:48 - My Informaion.. 
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 0
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 0
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 0
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 1
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 1
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 2
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 2
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 3
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 3
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 4
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 4
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 5
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 5
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 5
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 6
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 6
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 7
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 7
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 8
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 8
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 9
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 9
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 10
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 10
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 10
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 11
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 11
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 12
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 12
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 13
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 13
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 14
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 14
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 15
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 15
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 15
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 16
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 16
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 17
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 17
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 18
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 18
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 19
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 19
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 20
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 20
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 20
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 21
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 21
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 22
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 22
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 23
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 23
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 24
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 24
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 25
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 25
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 25
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 26
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 26
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 27
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 27
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 28
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 28
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 29
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 29
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 30
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 30
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 30
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 31
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 31
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 32
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 32
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 33
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 33
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 34
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 34
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 35
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 35
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 35
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 36
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 36
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 37
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 37
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 38
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 38
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 39
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 39
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 40
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 40
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 40
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 41
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 41
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 42
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 42
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 43
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 43
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 44
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 44
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 45
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 45
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 45
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 46
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 46
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 47
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 47
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 48
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 48
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 49
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 49
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 50
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 50
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 50
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 51
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 51
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 52
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 52
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 53
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 53
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 54
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 54
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 55
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 55
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 55
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 56
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 56
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 57
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 57
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 58
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 58
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 59
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 59
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 60
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 60
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 60
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 61
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 61
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 62
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 62
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 63
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 63
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 64
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 64
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 65
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 65
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 65
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 66
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 66
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 67
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 67
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 68
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 68
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 69
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 69
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 70
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 70
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 70
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 71
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 71
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 72
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 72
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 73
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 73
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 74
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 74
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 75
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 75
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 75
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 76
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 76
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 77
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 77
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 78
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 78
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 79
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 79
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 80
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 80
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 80
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 81
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 81
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 82
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 82
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 83
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 83
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 84
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 84
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 85
2016-04-30 17:44:08 FATAL BasicAutoTest:52 - Fatal Message: 85
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 85
2016-04-30 17:44:08 INFO  BasicAutoTest:50 - Info Message: 86
2016-04-30 17:44:08 DEBUG BasicAutoTest:54 - Debug Message: 86
